path_id,period_index,simulation_year,period_in_year,equity_log_return,muni_bond_log_return,taxable_bond_log_return
P000055,4,4,1,-0.035029185171442823,0.071440689320337647,0.07811228125212466
P000055,5,5,1,0.26828038501081597,0.062874080310856506,0.17192069037125668
P000055,6,6,1,0.21268483344444578,0.03842941331290195,0.0030507696280226426
P000055,7,7,1,0.048078719070661524,0.11982787052019095,0.11287930463653462
P000055,8,8,1,0.23025574175296093,0.042855567945165873,-0.032668626310927706
P000055,9,9,1,0.039159425364938105,0.0066799926277685273,-0.024888832055766308
P000055,10,10,1,0.304901185362489,0.078272104665866316,0.13724661527739546
P000055,11,11,1,0.12711373726640884,-0.017990208781343497,-0.065901232086864159
P000055,12,12,1,0.0029740874378836324,0.016260504871144832,0.049327007610952656
P000055,13,13,1,0.15630185845300604,0.043959327954985916,0.071018691119346222
P000055,14,14,1,-0.097062246413825104,0.015193936673853159,-0.063490795249872889
P000055,15,15,1,-0.15034386526927523,0.0098497650058453345,-0.068592371815273001
P000055,16,16,1,0.20245433297224213,0.12893489840742323,0.12992312279460538
P000055,17,17,1,-0.28846444187293718,-0.0071536943913619311,-0.030965801534641901
P000055,18,18,1,-0.029660051269239762,0.051759298519216124,0.048524558451735533
P000055,19,19,1,0.057127726505667109,-0.045660912086619376,-0.036582960656418972
P000055,20,20,1,0.16618005792235291,0.072280182230298529,-0.0016502156170066229
P000055,21,21,1,0.12275778475133547,0.038419674265946391,0.098992828637575414
P000055,22,22,1,0.12923705447983957,-0.022814209921631523,-0.059291088941895165
P000055,23,23,1,-0.10873081503827509,-0.0068272450424906594,0.00017001722756848636
P000055,24,24,1,0.22471223823505104,0.00087345128639526592,-0.046212685448503876
P000055,25,25,1,0.1432988624960494,0.0055196004721151937,0.01467876444898053
P000055,26,26,1,0.099784620960787329,-0.011349607604016931,-0.0060037487854764926
P000055,27,27,1,-0.080696486771517861,0.048584847593252434,0.015665014722090476
P000055,28,28,1,-0.061253789880141074,-0.024543742401946567,-0.093428370826970752
P000055,29,29,1,0.13172903683403048,-0.081105175682689712,-0.04476758297911676
P000055,30,30,1,0.095965988501267141,0.020304883727098932,0.041325932456701686
P000055,31,31,1,0.13058143821315582,0.010778819279939178,-0.014783559696590398
P000055,32,32,1,0.14967721009128354,0.097877696671412551,0.14067486836024301
P000055,33,33,1,-0.32784335450429847,-0.067933442847845527,-0.13878301752561439
P000055,34,34,1,0.29602045236285246,0.044526668092311539,0.06569584369431114
P000055,35,35,1,0.14659707737470784,0.00973582258547534,0.054047612504518838
P000055,36,36,1,-0.024638353043665351,0.10986597631506623,0.10343871146225148
P000055,37,37,1,0.018417963669322468,0.045323078360155478,0.037832392446499163
P000055,38,38,1,0.055493853486046518,0.023633570984914698,-0.072732591406919678
P000055,39,39,1,0.25580849031557085,0.032209548555337086,0.11341610389719081
P000055,40,40,1,0.049123558962156366,0.069230515680109406,0.085003503782481893
P000055,41,41,1,0.14121653560483516,0.089512445140728758,0.059830310104906026
P000055,42,42,1,0.042158294223114012,0.091908816811174354,0.094077358944818723
P000055,43,43,1,0.096567932584749716,0.087912229522884466,0.06954785577978706
P000055,44,44,1,0.044789730042960052,0.06170989040452568,0.053575586968543476
P000055,45,45,1,0.21023625085964692,-0.00057944981488233793,0.01093688197623699
P000055,46,46,1,0.18822755459884499,0.13302877224076504,0.11977583626004717
P000055,47,47,1,0.058567580340218139,0.070930737004337274,0.096423907508904172
P000055,48,48,1,-0.11724033633249498,0.087344400962492408,0.088814267552669079
P000055,49,49,1,-0.065045159391814433,0.015288982163854214,-0.02157493035451985
P000055,50,50,1,-0.091549469475051826,0.026916142676286725,0.0054169925504949923
P000056,1,1,1,-0.084303732586600066,0.035861903502105719,0.013498700722055723
P000056,2,2,1,-0.23667046862376884,0.035799408028682755,0.051329136708606171
P000056,3,3,1,0.1798966244786584,-0.040724099317123397,0.080597080353542516
P000056,4,4,1,0.26600602146093388,0.10642093000672581,0.12527400503209574
P000056,5,5,1,0.18522394954902355,0.05122982860153602,0.012072143245856815
P000056,6,6,1,0.22562015125926349,0.075238962638680462,0.10698940566213544
P000056,7,7,1,-0.063892454679124633,0.008309910428322631,-0.037332685159707779
P000056,8,8,1,0.039543821711466087,0.16867742934374785,0.28587590143812713
P000056,9,9,1,0.24399317519918817,0.063448459925464107,0.090646287402824655
P000056,10,10,1,-0.075716844692844454,0.00093707501399187265,-0.031222860982861977
P000056,11,11,1,0.41643861504532786,0.01998351505897844,0.061384528265911342
P000056,12,12,1,-0.3248247783145235,-0.012013960312009075,-0.0068902272550483978
P000056,13,13,1,0.072544786064726807,-0.035655813647926138,-0.014307125718253211
P000056,14,14,1,0.31120357659693365,0.053105120690478458,0.061085254195298866
P000056,15,15,1,-0.0031157839723721104,0.092474694176156724,0.002523633226544586
P000056,16,16,1,0.20728264823755449,0.0095472635791642446,0.037102545123993913
